Id,Tweet,Hate,Fake
1859,Bilkul unke wajah se case bht teji se upar aaye hi pr 100 to hi nhi Ky corona india me tablighi jamaat wale laye the Wo laparwahi unse hui hi o galat h,1,1
9,Donald JTrump Desh Bhakti ka jajba jitna aap ke ander ha utna kisi anya opposition political me nahe ha jinone corona virus ko seedha China virus bolker use dunea me virus felane ka jimmedar thera deya MrJoe sab jante hue ak word bhe China ke khelafat me nahe bole,0,1
4499,CAA kya wapas huaShaheen Bagh pai dharna kerke kuch ukhad payefake farmers protest karke kya so called kale kanoon wapas hueabhi aur Andolans Andolanjivis ko kerne padengeNPR aur NRC bhi hogaUCCPopulation Control Actabhi aur burnols ki,1,1
5039,isko sab tag karo jyada ho rahi thi pathaan ke waqt dekhle South industry bhi Hinduism ko galat way mai dikhati hai phir usko boycott kyun nahi karte,1,0
6399,Nai tumko Bhagwa trap me nai fasaenge kyuki tumko tumhara shohar aur uska bhai uska abbu k sath ilu ilu krne me jo maja aata hai wo sanatan me nai hota hai aur hum sanatani second hand chiz use nai krte Jai Shree ram,1,0
1040,Tablighi jamat bina corona kahan Aur arvind kejriwal bina Tablighi jamat kahan Ek mudra ke do sikke,1,1
6218,Isis propaganda,0,0
6936,Assalamu alaikum wa Rahmatullah WA baraktuh first comment,0,0
5956,Chambal ke daku ban ke ghum rhe h Ghar me mamu bhai sab tunhare leta hoga Molvi halala kr dega Muje hub h ye bus,1,0
5625,Haan aap jaise log kaise gumrah ho sakte ho 2000 k note par nano GPS chip hogi bolke sarkar k talwe chatkar janatako gumrah karne waale ko support karne waale gumrah ho hi nahi sakti kyonki woh log pehle se hi gumrah ho chuki h,1,0
7398,Shame shame kya ye mera india hai shame,0,0
340,mujhe toh sapne aate hai ki Corona Virus ki vaccine agar bann gaya toh uske baad China ka kya haal hoga,0,0
122,Kya kiya 6 saalo me Petrol diesel k daam badhaye Are jao china se gand fatti h aapke modi ki aur khudko 56inchi kehte h Corona virus india me modiji ki wajah se aaya aur pehla PMcares fund jai,1,1
2754,Agar padhna aata ho to padh kar samaj jayega 70 cases ye kis asharam se nikli hai aur dekhte jao abhi aage sab tablighi to hospital mey hai fir kaun faila raha hai cor,1,1
5858,2000 k note me nano GPS chip wale hi aisa news bata sakte hai aur dalali karr sakte hai,0,0
1091,Pehle tabliki jamaat ki jimmewari thi ab punjab ki hogi90 lakh log corona positivebas enhi 2 reasons se hue hain,1,1
3981,Jinka ghar chootta hai sirf aur sirf wohi is takleef se waaqif hain Baaki sab kuch bhi kahein us khaalipan ko mehsoos hi nahi kar sakte HinduLivesMatter Hindus HindusUnderAttack KashmiriPandits Kashmiri Kashmir KashmiriPanditemployees,0,0
1373,Corona ko Dharm se nahi bandha mam Dharm ke thekedaro Tablighi ne kitno ko marne per majboor kiya Corona ko desh me lake oh batarahehe Rajat Jiiii,1,1
6019,mullo ki maa bhosda,1,0
1318,Tumhara bail kabtak hai Tihar kab ja rahe ho Tum bhi to Tablighi ki tatah Corona faila rahe ho,1,1
623,Corona thodi fela rahe woh Tablighi nai hai ye,0,0
1420,Sahi kaha Abp kutte log tum jamaat ko itna banam karte ho jese unhone bomb bana diya corona ka jakar chaina walo ko pakro himmat ho to,1,1
4029,25 nam ginado apne logo ke jinka Naam desh ko azad dialne me hai main apne logo ka Gina dunga sayad app gin na paoge Aur Jo Desh Mein rahakar bam fodate Unka bhi Naam Bata dena Kasmir se like Kanyakumari Tak HindusUnderAttack Hindu Hindustan,0,0
7911,Isko ko Bihar police ko goli mar k k gattar mei Fake dena chiye jaha dekho Shaktiman bankar firta rehta tha ye dekho wo dekho m,1,1
2664,Prashasan muslim ko hi badnaam kar raha hai Aaj nausena bsf cisf sadhu Santo ke bich corona nikal raha ye kaunse tablighi jamat ke sampark wale log hai Fir kyu Muslim ko badnaam kar raha dhanbad prashasan Apki sarkar kaam thik kar rahi hai bas dukh itna hai BJP wala setup,1,1
6999,Muslim community ka yahi kaam h,1,1
3106,Rahi baat jamaat ki to govt ne bola tha kya corona hone ke baad ja kr madrso me aur mohallo ke wo v padhe likhe logo ke sath chupne kijahil ktna smjhaya ki bharat ke log ache hai glti maan kr samne aa kr ilaaj karate to koi crit,0,0
6963,Ye Kam to ak hi admi kar sakta Hai,0,0
3218,Pehle toh samjh nhi aa rha ki Corona kaha se aaya jamaat se ja NRI leke aaye aur china mein bhi jmaati ke log rehte hai kya educated log bhi kya baat kar rehe hai lag hi nhi raha yeh reporter hai aanp,0,0
1411,Apne un abba ke liye bhi kuch bol lo jo tabliki jamaat ke log hain jinone pure desh main corona falaya hain jabardasti,1,1
3316,G tumhare masjid ko hats k 1 mandir bana rahy Hy Corona viraus pori duniya Mai geya lekin India Mai jab geya kehty hai ky tablighi,0,0
7346,Saala Inn police waalon se chorr teekh se pakda nhi jaata Aam aadmi jo mehnat karr ke khaate hai unn loggon ka uper Aatyachaar karte hai sabko naukaari se nikalna chayiha,1,1
890,Jamaat ko corona warriors kahne wale wahi hnjo Rahul Gandhi ko desh ka Pm samajhte hn,1,1
6265,Yeh aurat toh openly dusre non Muslims ke religion ko shaitan ko follow karnewale keh rahi hai,1,0
7105,log akal se kam le govt ki trf se kari ja rhi dharam ki gandi rajneti se bachey sabhi,1,0
6904,mujhe kabhi kabhi lgta h ki yhi sb devils h dharti p,0,0
2070,Lekin Bharat me Kuch MUSALMAN Jo Tabligi Jamaat se judde hai Wo Jaanbujh kar Corona Virus India ke Har city me Faila rahe Hai amp Doctors pe Attack kar rahe Hai uske baare me bhi kuch bol lo saale Bhaddwe,1,1
7876,south indians should be treated like dogs inko sar pe bithao toh bakchodi kar rahe inko aisa maaro west North and east India mei inko chhodo telugu kannada walo ko bhi bajaa daalo,1,1
4817,Firse zinda ho gye boycott valepathaan ne jo khulke Mari tum logon ki bhul gye kyakoi nhi jawan ka promotion start kardo,0,0
197,Wah re godi media tuj C grade ho China udhar ghuskar India ki jameen dakhal Kar liya hai aur tum sarkar ki ye nikammipan chupaney Ke liye Pakistan ko yaad Kar liyaSudhar jao warna Corona virus tumharey picha nahi choddega,0,0
4546,Sir kya ye crime against India nahi hai NRC Anti Farmers protests Greta Toolkits aur ab Congress Toolkit Fake news false narratives jisko aap Gidhha patrakarita batate hai in par koi bhi action nahi hota Sar,1,0
7070,Op Thumbnail Ankur bhi,0,0
416,In jaise afsar ko china border par chodkar mouth me corona virus dalkar nanga kar ke chod dena chahiye,0,1
2184,Jamaat wale leader ka bhashan hai vedio jisme wo Bol raha hai ki agar marna hi hai to masjid mai maro Khud gayab hai itne logo ko corona karvakar Fruit vegetables bechne walo ke vedio hai thook lagate hue Itna jaati hai,1,1
7868,Sari State de sare chutiye insaan apne app nu maahan te duje nu maada keh rhe aa sale pagal log bai ral mil k rehna Sikh lo awi ek duje nu kyu nindi Jane o apni language te apni state nal sareya nu pyaar aa par ehda mtlb eh ni ki duje state loka nal nafrat karn lag jao,1,1
4662,jo farmers itna sab afford kar sakte hain unhe bill se problem kaise ho sakti hai fakefarmersprotest,1,1
433,China Ka Maal Chalay To Shaam Tak Nahi To Shamshan Tak China Ka Corona Virus Shamshan Ke Saath Bhi Shamshan Ke Baad Bhi B Se Gali Hai Dil Ki Bhadas ChinaCoronaVirus Covid19 Covid19India,0,1
2819,One more thing Mr Raj agar desh main Modi Aur UP main Yogi ki govt na hoti toh secularism ke naam par Tabliqi jamaat ke saath poori Muslim community desh ko Corona se full Kar deti Aur aapke jaise pseudo seculars Ghar mein chudi pehan Kar b,1,1
5301,Abe stocks ke bare mai pata bhi hai Shares kyu girta hai short selling kya hota hai padh ke aa Basically Hindenburg apne hi fayeda ke liye adani ko target kia,1,0
2700,Kuch dino pehle ki hi baat hai mai bike ka puncture banbane gaya hua tha woha wo punchre wala naa kewal tablighi ka samrthan kr raha tha balki sarkar ko gaali dete hue bol rha the corona ek sajish Maine use aaina dikhaya aur use beijjat,1,1
5661,Yeh wohi Tihadi hai jisney 2000 k note par GPS Nano Chip lagwaya tha internet se love jihad ka chart uthaya tha aur Cheeni fauj ko geedad batlaya tha,0,0
3545,Bro yeh Khalistan jaisa kuch nahi hain tu sab farmers ko Khalistani bolke protest ko badnaam kar rahan hain,0,0
7485,Jab account fake nikla tab kya karne ke liye vdo banaya apne Mtlb dukan chalti rhe,0,0
5577,2000 wale note me nano chip gps 5G aur Hindu Nazism bhi hai,0,1
1109,Aaj desh me corona k failane ka karan muslim aur tabliqui jamaat hai be Su ar galat tathya mat diya kar,1,1
5925,Tu to molbi ke,0,0
7818,Ham log Bharat mein nahin rahenge hamen Apne alag desh chahie Bharat mein ham log nahin rahenge ab Mod,0,1
5703,2000 ke note mein jo Nano GPS chip lagiu huwi hai na usey apne peechu daal lo Waise bhi sharam toh hai nahi aapko,1,1
6585,Ye jo background music bajta hai ye sala aatankwadiyon ki tune hai jahan bhi sunai de wahan se nikal aao bas,1,0
5304,Both MC Bhagwant and Fattu Amritpal eat Kasam of Bhagat Singh,0,0
3711,Ye farmers protest main khalistan Khalid saifi sarjil imam umar Khalid Delhi riot sahinbagh ki baat kyun chal raha hai aur unki rihai ki baat kyun Kya ye sab farmer hai kya Sir Ji plz answer,0,0
1196,Ye neha ki aad me jahil corona jamaat ka Iqbal bhi ho skta hai,1,1
2580,Aapko pata rhna chahiye ki aur sab log jo dusri jagah teerthreligious tour par gye thhey government ke corona message ke baad sab waha se chale gye but tabligi jamaat ke log masjido me hi jama rahe Gajab hai kuch jal ke paalghar incident par v bolo hai himmat,1,1
4488,Modhalla andha fake farmers protest ah thadukka sollu unnoda modi ji ahthodai nadungi chaiwala PM dhaan avanDesathai oruginaithu kilipaan unga chaiwalathuuu,1,1
605,Tablighi Jamat me jayega Corona phelane ke liye,1,1
3591,aur agar vardi pehan kar bjp kien aadmi gayen hai toh aur kar bhi kya saktien hai jab khalistan samarthak kisan ban kar utar saktien haitoh yeh modi hai police ki weakness ko strengthen karna aata ha uskoPehl,1,0
881,Rahulji ne TABLIQI Jamaatio Pe Kuch nahi Kaha desh ke Sare corona case me 30 TABLIQI Jamaat ke hai,1,1
1220,jara btayengi ap dusre deshon me kis jamaat se corona faila haimind ka balance banakr kuch bhi bola kijiye,1,1
7558,It39s not pakistani but islamic,1,0
5004,Sahi pakde hai Bhai Filhaal SRK aur Pathaan ke naam se pel Raha ho modi ke bhakto ko aur boycott Gang ko,1,0
2174,Taaza samachar hain ki Arogya Setu ka Ramsetu se gahra sambandh hain isliye Rahul aur Obaishi ne ise secularism ke liye khatra samajh liya hain Inki secular jamaat Corona se mar sakte hain secularism ki kimat per,1,1
5307,Lagta hai Nasha Bandi sirf Janta ke liye ki gayi hai bihar mein Police department ke tweet to yahi bata rhe hain 2 hafte se behke behke tweet dhamki paise jabt karna Ka Ho Ji Tabiyat thik hai na,1,0
5122,Kahan bil me bait k RR kar raha hai be Bahar aa suar ki aulaad sanjeev takle Pathaan ne cheel haran kardiya tere boycott ka Bhikmanguae,1,0
2025,Cchup bhe jamaat ki BAAT isliye uthayigayi kyuki corona kit ghotala chupana tha Sarkar ko matrix company ke sath Jo milkar Kiya tha pooch tere baap se ghotala Kitna crore Ka hai,1,1
7124,Mujhe ye samajh me nahi aa raha k agar woh masjid v hota to musalman kaise doshi hote Iska matlab aage jaake agar koi durghatna ghatti hai aur waha masjid hota h to us durghatna ka seedha jimmedar musalman hoga Gajab hai ye andhbhakt aur gajab hai inki soch,1,0
5203,Pathaan ne takle aur Boycott gang ki ga faad di,1,0
4623,Bilkul sahi Abhi Momtta begum ka neend ud jaayega Sab parties ko bulayegi aur fake farmer protest ko bandd kr denge agle hafta Secret mat reveal Karo Bhai 0,1,1
3542,Mai Farmers ke khilaf nhi hu Pr jo Khalistani supporter hai uski jagah India me nhi hai 1 saal tak protest nhi hota agar Modi tumhare bare me nhi soch rha hota Khalistan ke baato me akar Farmers ne hinsa,1,1
1707,Tablighi Jamaat bhi aagayi kisi ko toh chod de bhaiSaad Ne Corana phelaya Shayad Corona Made in Nizamuddin hai Koi bhi Bhagwaan ke chahe bager nahi phelti,1,1
1159,Kiya na tablighi jamat walo ka bachav aur Corona failane me help Kya baat karte Hai sahab aap bhi ki inhone kuch nhi Kiya,1,1
4797,Pathaan Jawan Aur Dunki Ka Jalwa Apko Agle Saal Dikha Denge Prachi Ji PATHAAN ka Boycott karne ke liye shukriya,0,0
4130,Bhaii jaan kisi bhi ki jaaye wo insaan ki jaan hai but har chiz ko religion ki nazar se dekhna Sirf up ke bareilly m jan july m 46 case hue h love jihad ke uske baad dumka m jo hua HindusUnderAttack,0,1
6761,ye kya chutiyapa hai,1,0
4372,Bhopdike pehle farmers protest mei meddle karke munh ki khayi aab is fake hashtag run genocide mei khayega Rihanna se kab post karwa raha hai aur woh Ramp pornstar se bhi Waiting for to join the bandwagon,1,0
4234,Fansi Honi Chahiye Shahrukh Hussain and Noor Mustapha ko HindusUnderAttack HinduLivesMatters justiceforAnkitaKumari JusticeForAnkita,1,0
5115,Jab se Pathaan ne bhakton ki bajae hai tab se Twitter per boycott gang gayab ho Gaye hai,0,0
3967,Dhendra shastri ko arrest Ker tab hi thik hai jab bajinder Singh to bhi arrest kerne Ka guudaa hoo yeh doogalapan theek Nahi hai HindusUnderAttack Hindus BibleBuild hinatahyuga,0,0
6520,Tumhari bhi gharwapasi karana hai,1,0
1870,Ye haal hai inka tablighi jamaat jihaadiyo me ye kida hai unhe koi roke to us kaam ko or bhi shiddat se krte hai Jaise they spreading corona jihaad,1,1
6130,tomhara madarchod allah saitan hey kew ki iblish jeen thabut Allah ne iblish ki dil mey jake adom ko sejda nehi koraye aur iblish saitan bana allah hi saitan hey madarchod Muslim mahazab ki animals,1,0
6240,ye kb aaya,0,0
7245,Kya galat hai desh ke gaddaroon ko goli maaro mei tho yeh kahoon ki seedha gaand mei maaro,1,1
4576,24hr bhi nahi hue LG ko sara kiya dhara LG pe Kejriwal ki phir photo laga lo ghar pe pooja karo Free ki bijli paani k liye Delhi dango k liye fake farmer protest k liye high court k judges ko bribe dene ki koshish k liye 100,1,1
4960,Pathaan1000Cr celebrate to aise kar rahe jaise 10002000 tumhe bhi mil jayega Titfortat ke chakkar mein ghanchakkar mat bano yaar Na BoycottPathaan wale BoycottGang ko kuch mila hai Na Pathaan1000Crores celebrate karne walo ko kuch milega Sudhar jao bhai sosorry,0,0
905,Sahi mane me to sabse jayada corona se Tablighi jamat lad raha hai chamcho,1,1
1447,Bilkul sahi bola Hamid Sahaab ne yeh virus savi jaga faila hai corona ko TV channels ne Tabliqi jamaat se jorkar aage barah di hai,1,1
7501,My heart king kohli,0,0
7279,In Charan chumabko ka kam hi yahi hai,1,0
5167,Gawar log IMBD par pathaan ko 1 rating de rahe hai jab hamne thearter mein movie blockbuster bana di toh IMBD pe kyon peeche chode sabhi bhai boycott gand ki bawasir badhane ka kaamkare aur 10 rating de Pathaan,1,0
6471,Kuch bhi mtlb naya word hi nikal diya apne man se Or hypocrisy to dekho inki,1,0
2717,Bas dikhadi aukat Tum log achche se jaante ho ke tumne saari baat jamaat ke upar nhi daali to or koi Bahana to hai nhi tumhare paas Doctors ko samaan de nhi paa rhe ho or kehto ho,1,1
6077,Jai sree ram pade hanuman ur sunghe musalman Kattuwa ur kasayi majhab nhi sirf sanatan dharm hota h jai sree ram,1,0
1566,kunalkamra sara Media Pareshan hai ki Gujrat ko kaise Corona amp Tableegi jamat ka connection miley jaise hi koshish karte hain baar baar Americee Jamaat mil rahi hai,1,1
3788,Maamitne saal aap log ne 25 commission pe zindagi jee leeabhi kisan ko apni marzi se jene doaap kisi ko bi kisan ki nahi apni commission ki padi haiaur farmers protest me khalistan ki pakistan taraf se,0,0
7530,Aagya quont apne baap ko defend karne,1,1
4208,Ham hindu hai mulla nahi Sale ye log to katua hote hai Hindutva HinduRashtra HindusUnderAttack HinduLivesMatters RSS Hindutva,1,0
3559,Yeh sab kaam bjp waale kar rhe h Khalistan koi nhi maang rha Yeh propoganda bjp ne banaya to break the protest Rape jisne kara usse saza do Iska matlab yeh hogya ke saare farmer rapist hogye Phir to p,1,0
5068,Dil ko tasalli dele beta abi tere jse Boycott Gang ke muh pr jhoota to pad hi gya h Pathaan k hit hone se Ab aur insult krwane ko doosro ki post me na ghus,1,0
7212,Andhbhakt be like ye bhi chal fel ho gaya,1,0
2587,yaha par saaf saaf tum talibani jamaat keh rahe ho aur mukar rahe ho aur tum tay karne wale hote kon ho ke Tablighijamaat ne corona felaya hai jab pehla case india main aaya tha woh kaha se aaya tha kyo tab sabhi international fl,1,1
3699,O chacha Mai khud ek farmer ka ladka hu smjhe or Khalil imam pe desh droh ka aarop hai chacha or chacha farmer protest me khalistan ki maang kaha se aagai,1,1
6957,YouTuber hoga Aaj dekhte hai ki slender ka Kya Hoga ke niche rkhne se,0,0
6058,Tum musalman larki o dek k hi ghin ata hai sala penguis tumhe hum hindu larka ghum k bhi na dekhe hindu ka choro tunhara khud muslim bhai hindu christian larki pataraha hai sharam kar bolne sa pehle,1,0
1759,Aur wo Jamaat wale Nahi hai na Warna abhi to kuchh aur hi scene hota Waha koi Corona Ka patient Nahi paya Gaya Corona waha pe koi pandemic bimari bhi Nahi hai Bajao taali,1,1
2961,Kyukijahil jamaat hamare desh mein hi haiand sabse badi baatinke supporters har opposition parties mein hain and inko defend karne wale TV debates mein roz dikhayi dete hainin jahilo ka bohot bura haal hogaCorona to chala j,1,1
6684,da Allah surah number 786 aayat da Lesson,0,0
3246,Ab madarsachaapo ko koi batao jamaat wale bhahar desh se corona lekar aaye the Bas itna hi nhi jammaat ke baad gaamd utha kar pure bharat me ghum ghum ke corona failaya Bas itna hi nhi thuka bas it,1,1
6948,Koi youtuber experiment kar Raha hoga,0,0
6709,islam ek bimari hai Kaash chaina jaisa dawai saari duniya karna chalu kare,1,0
7035,jay shree ram,0,0
255,Kharab Modiji ke karan nahi Corona virus se hua jo China ki den hai pure world ko,0,0
3892,HindusUnderAttack sbhi ko modiyabind ho gya h kisi ko kuch nhi dikhayi dega,0,1
1114,Agar Tablighi hote to corona warrior pe spit karte unhe attack karte fir kya unki aarti karte,1,1
2923,Babita Tu bhi kaan kholke sunley jo yeh teri bakwas hai na ke Tableeqi Jamaat k wajah se corona fail raha toh kya kanika kapur ne jo Sabko bulake nachwaya kyu woh b tableeqi jamaat se thi kya Aur yeh Virus koi DharmJaat paat dkh kr na,1,1
222,Itna bewkuf to nahi hai duniya Ye China isly kar raha taki duniya k najar China se hat jaye jo usne corona virus se failaya tha India ko distrb China isly kar rha taki logo ka corona se dhyan hat jaye China ko le kar,0,1
268,Jis tezi se Corona ke mareez barh rahe heto hame is dua ko ziyada se ziyada share karne ki zaroorat he plz share as much as possible CHINESE CORONA VIRUS SE HIFAZAT KI DUA How dangerous is Chinas Wuhan via,0,0
108,Haan bhosdike usi corona virus ko maarne ke liye ab poora world ikattha ho raha hai ab Saari countries saath mil kar tere china ki maarengi aur tera pakistan jo ek gulaam kutte se zaada kuch nahin ba,1,1
5352,BBCDocumentary baare mein AdaniHindenburg ke baare mein PRESS MEET rakne ka MODI ko himmat heyagar nahi hai faaltu wohi hai simple ModiAdaniBhaiBhai,1,0
1227,Yes Maam agar Tablighi jamat me Ane wale foreigners ko Visa nahi Mili hoti then corona to hota hi nahi IndiaFightsCorona,1,1
2230,Tumhara matlab Ye corona virusChina se tabligi jamaat wale zaan buj k laye hai India Mai fahlane k liye thora sa toh dimag lagao or socho Ye bimari kisi ko v ho sakti h,1,1
4705,Inka bhi Shaheenbaug honewala hai aur darzano me sardar ki zargarwalia niklengifakefarmersprotest,1,1
6208,Muslim larki abi hindu larke ka sath ya alla,0,1
5689,Ye bhi padha Ye to cover up krne ke liye tweet kiya hai clearly likha hai pehle tweet me koi aur galat kyu samjhega Ab logo ne pakad liya to bol rhe ki mujhe badnaam kar rhe Ha ha janta bewakoof nhi hai Pehle bhi pagal bn,0,0
1513,Jitna time aap tabligi jamaat pe de rahe ho utna apne area me dete to delhi me corona ko aur ache se rok pateKhairr sabhi ek thali k chatte batte hai,1,1
4880,Wo sab choro ye btao Boycottjawan kab se trend kare jaise boycott pathaan karke pathaan flop karwa diya waise hi jawan ka karege ye bhi flop ho jayegito kab karna hai ye btaiye,0,0
1996,Jo virodh karta h wahi sabse phale lega ye dawa but virodh to aise karte h jaise unlogo ko corona hoga hi nhi jamaat k time ye sab log support kr rhe the jamaat ka ab dawa ban gya h to virodh kr rhe h,1,1
304,Modi ji china ne hi corona virus ko banaya hai jisake kayee pramaand mile hai,0,1
1935,Abhi tak yah samajh mein Nahin aaya ki jamaat wale logo ke liye Sarkar ne kya kadam uthaya hai Unka ilaaj karva rahe hain taki dusre bar fir vahi kam Karen jo abhi Kiya hai CORONA failana,1,1
4100,Tum Paisay K liye Kuch B karay ga dik gaaya IndiaTv pay HindusUnderAttack,1,0
2119,Namaste Trump ka asar ab dikh raha hi Gujarat mecorona ke saath tabliki jamaat to ek bahana hi5000 American trump ke sath india aye aur kisi ki screening nhi ki gyi thikhair bewakoof janta ko aur bewakoof banaya ja ra hi,1,1
2224,Tablighi Corona badha rahe he chaIo hum milke desh jalaye or desh todeJooth felae or danga Karvaye Kyun Ranaji 5Aug2020SaffronDay 5Aug2020VijayDiwas 5Aug2020RamRajyaReturns 5Aug2020Jaishree,1,1
4451,yehi toh tere tweet se chahiye thaab batta fake farmer protest aur 1984 ka sambandh haikhakistani tshirt pehenke aaye haisab agenda samajh mein aaya haiissiliye khakista,1,1
1211,Not for india For jamaat For jamaati jo saare des main chutiyapa aur corona failaati,1,1
2143,Waah re andhbhakton jb TablighiJamaat jamaat waalon ko corona hua tha wo desh ke dushman Or ab ZeeJamaatiun ko corona hua hai to Warriors Gajab kamaal krte hai andhbhakt log bhi ZeeNewsSealKaro,1,1
3383,Sar tan se juda b toh nhi dikhe bhaarat tere tukde aur tumhara favourite shaheen bagh kaand ab sabkuch kse chote se video mei aayega,1,0
4217,Bhaiyaa uth jao ab to JusticeForAnkita IslamicTerrorismInIndia HindusUnderAttack HinduLivesMatters,0,1
1437,Sabse khatarnak virus tabligi jamaat hai corona ka sirf bahana hai tabligi jamaat jindagi bhar nahi sudhrenge Jai Hind Jai Shri Ram,1,1
